"bar_index","piano_right_hand","piano_left_hand"
"136","\stemUp e''8 [\stemUp e'8] e'4","\stemDown <e g b>8 [\stemDown <e g c'>8] <e g>4"
"137","{<<{\voiceOne \stemUp d''8 [\stemUp bes''16 \stemUp d'''16] \stemUp c'''8 [\stemUp e''8]} \new Voice {\voiceTwo r8 <d' g'>8 r8 <g' bes'>8}>>}","bes4 c'4"
"138","\stemDown a''16 [\stemDown bes''16 \stemDown c'''16 \stemDown d'''16] \stemDown bes''8 [\stemDown g''8]","{<<{\voiceOne r8 <a d'>8 r8 <bes d'>8} \new Voice {\voiceTwo fis4 g4}>>}"
"139","\stemDown b''8 [\stemDown a''8] g''4","\stemDown <g b d'>8 [\stemDown <fis c' d'>8] <g b f'>4 |"
"140","\stemDown bes''8 [\stemDown c'''16 \stemDown bes''16] \stemDown a''8 [\stemDown f''8]","{<<{\voiceOne r8 <c' e'>8 r8 <a c'>8} \new Voice {\voiceTwo g4 f4}>>}"
"141","\stemDown b''16 [\stemDown a''16 \stemDown gis''16 \stemDown fis''16] \stemDown e''8 [\stemDown b''8]","{<<{\voiceOne r8 <gis d'>8 \stemUp <gis d'>8 [\stemUp <gis d'>8]} \new Voice {\voiceTwo e2}>>}"
"142","\grace { \stemUp b''8 } \stemDown c'''8 [\stemDown b''16 \stemDown a''16] \stemDown c'''8 [\stemDown b''16 \stemDown a''16]","{<<{\voiceOne r8 <c' es'>8 r8 <c' es'>8} \new Voice {\voiceTwo fis4 f4}>>}"
"143","{<<{\voiceOne \stemUp a''8 [\stemUp g''8] \stemUp f''8 [\stemUp d''8]} \new Voice {\voiceTwo b'2}>>}","\stemUp g,8 [\stemUp g8] \stemDown <d' f'>8 [\stemDown g8]"
"144","\stemDown e''16 [\stemDown dis''16 \stemDown e''16 \stemDown gis''16] \stemDown b''8 [\stemDown e''8]","{<<{\voiceOne r8 <b e'>8 r8 <d' e'>8} \new Voice {\voiceTwo gis4 gis4}>>}"
"145","\stemDown d'''8 [\stemDown e'''16 \stemDown f'''16] \stemDown f'''8 [\stemDown g''8]","<gis b f'>4 <g b f'>4"
"146","\stemDown e'''8. [\stemDown d'''16] \stemDown b''8 [\stemDown c'''8]","{<<{\voiceOne r8 <b e'>8 \stemUp <b e'>8 [\stemUp <b e'>8]} \new Voice {\voiceTwo gis2}>>}"
"147","\stemDown d''8 [\stemDown c'''8] \stemDown b''8 [\stemDown d''8]","\stemDown d8 [\stemDown <a f'>8] \stemDown e8 [\stemDown <b e'>8]"
"148","\stemDown a''8 [\stemDown <c'' a''>8] <c'' a''>4","\stemDown <a c'>8 [\stemDown <a e'>8] <a c'>4"
"149","\stemDown f''16 [\stemDown g''16 \stemDown a''16 \stemDown f''16] \stemDown d''8 [\stemDown b'8]","{<<{\voiceOne r8 <b d'>8 \stemUp <b d'>8 [\stemUp <d' f'>8]} \new Voice {\voiceTwo g2}>>}"
"150","\stemDown d'''16 [\stemDown c'''16 \stemDown b''16 \stemDown a''16] \stemDown b''8 [\stemDown g''8]","{<<{\voiceOne r8 <c' d'>8 r8 <b d'>8} \new Voice {\voiceTwo fis4 g4}>>}"
"151","\stemDown c'''16 [\stemDown e'''16 \stemDown f'''16 \stemDown g'''16] \stemDown a'''8 [\stemDown a'''8]","{<<{\voiceOne r8 <c' f'>8 r8 <c' f'>8} \new Voice {\voiceTwo a4 f4}>>}"
"152","\stemDown b''8 [\stemDown d'''16 \stemDown f'''16] \stemDown e'''8 [\stemDown gis''8]","{<<{\voiceOne r8 <a b>8 r8 <b d'>8} \new Voice {\voiceTwo d4 e4}>>}"
"153","\stemDown a''8 [\stemDown c'''16 \stemDown b''16] a''4","\stemDown <a c'>8 [\stemDown <e gis d'>8] <a c'>4"
"154","\stemDown e''16 [\stemDown e'''16 \stemDown c'''16 \stemDown a''16] \stemDown gis''16 [\stemDown e''16 \stemDown b''16 \stemDown gis''16]","\stemDown e8 [\stemDown <c' e'>8] \stemDown <e b d'>8 [\stemDown <e b d'>8]"
"155","\tuplet 3/2 {\stemDown e''8 [\stemDown g''8 \stemDown c''8] } a''4","\stemDown c8 [\stemDown <c' e'>8] \stemDown <c' e'>8 [\stemDown <c' e'>8]"
"156","\stemDown g''16 [\stemDown a''16 \stemDown bes''16 \stemDown c'''16] \stemDown a''8 [\stemDown f''8]","{<<{\voiceOne r8 <g c'>8 r8 <a c'>8} \new Voice {\voiceTwo e4 f4}>>}"
"157","\stemDown a''8 [\stemDown a'''8] a''4","\stemDown <a c'>8 [\stemDown e8] a,4"
"158","\stemDown cis'''16 [\stemDown d'''16 \stemDown e'''16 \stemDown f'''16] \stemDown c'''8 [\stemDown e''8]","\clef ""treble"" \stemUp <bes d' g'>8 [\stemUp <b d' gis'>8] \stemUp <c' f' a'>8 [\stemUp <c' gis' bes'>8]"
"159","\stemDown c''8 [\stemDown b''8] \stemDown a''8 [\stemDown c''8]","\stemDown e8 [\stemDown <c' e'>8] \stemDown f8 [\stemDown <a f'>8]"
"160","\stemDown c'''8 [\stemDown d'''16 \stemDown c'''16] \stemDown b''8 [\stemDown e''8]","{<<{\voiceOne r8 <c' e'>8 r8 <d' e'>8} \new Voice {\voiceTwo a4 gis4}>>}"
"161","\stemDown a''8 [\stemDown gis''16 \stemDown a''16] \stemDown b''8 [\stemDown e''8]","{<<{\voiceOne r8 <b d'>8 r8 <gis d' e'>8} \new Voice {\voiceTwo f4 e4}>>}"
"162","\stemDown d'''8 [\stemDown c'''8] \stemDown a''8 [\stemDown a''8]","\stemDown a8 [\stemDown <c' e'>8] \stemDown f8 [\stemDown <c' d'>8]"
"163","\stemDown g''8 [\grace { \stemUp b''8 } \stemDown c'''8] \stemDown c'''8 [\stemDown c''8]","\stemDown <c e g>8 [\stemDown c'8] \stemDown c'8 [\stemDown c8]"
"164","f'''4 \stemDown d'''8 [\stemDown a''8]","\stemDown d8 [\stemDown <d' f'>8] \stemDown <d' f'>8 [\stemDown <d' f'>8]"
"165","\stemDown c'''8 [\stemDown a'16 \stemDown b'16] \stemDown c''16 [\stemDown c''16 \stemDown c''16 \stemDown d''16]","\stemDown <a, a>8 [\stemDown <c' e'>8] \stemDown a8 [\stemDown <c' e'>8]"
"166","\stemDown a''8. [\stemDown g''16] \stemDown e''8 [\stemDown f''8]","{<<{\voiceOne r8 <cis' g'>8 \stemUp <cis' g'>8 [\stemUp <cis' g'>8]} \new Voice {\voiceTwo a2}>>}"
"167","\stemDown a''16 [\stemDown b''16 \stemDown c'''16 \stemDown d'''16] \stemDown e'''8 [\stemDown a''8]","{<<{\voiceOne r8 <c' e'>8 \stemUp <c' e'>8 [\stemUp <c' e'>8]} \new Voice {\voiceTwo a2}>>}"
"168","\stemDown a''16 [\stemDown g''16 \stemDown fis''16 \stemDown g''16] \stemDown a''8 [\stemDown b''8]","{<<{\voiceOne r8 <b f'>8 \stemUp <d' f'>8 [\stemUp <d' f'>8]} \new Voice {\voiceTwo g2}>>}"
"169","\stemDown g''8 [\stemDown fis''16 \stemDown g''16] \stemDown c'''8 [\stemDown e''8]","<g b f'>4 \stemDown <g c' e'>8 [\stemDown <g bes c'>8] |"
"170","\stemDown a''8 [\stemDown f'''8] \stemDown c'''8 [\stemDown a''8]","\stemDown f8 [\stemDown <a f'>8] \stemDown a8 [\stemDown <c' f'>8]"
"171","c'''4 r4","\stemDown <c' e'>8 [\stemDown g'8] <c' e'>4"
"172","\stemDown gis''8 [\stemDown e'''8] \stemDown c'''8 [\stemDown a''8]","{<<{\voiceOne r8 <gis e'>8 r8 <c' e'>8} \new Voice {\voiceTwo e4 a4}>>}"
"173","\stemDown e'''8 [\stemDown d'''8] c'''4","{<<{\voiceOne \stemUp g8 [\stemUp f8] e4} \new Voice {\voiceTwo c2}>>}"
"174","{<<{\voiceOne \stemUp c'''8. [\stemUp bes''16] \stemUp a''8 [\stemUp a''8]} \new Voice {\voiceTwo c''4 \stemDown c''8 [\stemDown c''8]}>>}","{<<{\voiceOne r8 <c' e'>8 r8 <c' f'>8} \new Voice {\voiceTwo g4 f4}>>}"
"175","\stemDown f''16 [\stemDown e''16 \stemDown e''16 \stemDown c'''16] \stemDown c'''8 [\stemDown e''8]","{<<{\voiceOne r8 <c' e'>8 r8 <c' e'>8} \new Voice {\voiceTwo g4 a4}>>}"
"176","\stemDown <a' f''>8 [\stemDown <c'' a''>8] <a' f''>4","\stemDown a'8 [\stemDown f'8] f4"
"177","\stemDown g''16 [\stemDown fis''16 \stemDown g''16 \stemDown d'''16] \stemDown c'''16 [\stemDown bes''16 \stemDown g''16 \stemDown e''16]","\clef ""treble"" {<<{\voiceOne r8 <d' g'>8 r8 <g' bes'>8} \new Voice {\voiceTwo bes4 c'4}>>}"
"178","\stemDown cis''8 [\stemDown a''8] a'4","\clef ""treble"" <a a'>4 a4"
"179","\stemDown c'''8 [\stemDown b''16 \stemDown c'''16] \stemDown e'''16 [\stemDown d'''16 \stemDown bes''16 \stemDown g''16] |","{<<{\voiceOne r8 <c' e'>8 \stemUp <c' e'>8 [\stemUp <c' e'>8]} \new Voice {\voiceTwo g2}>>}"
"180","\stemDown bes''16 [\stemDown a''16 \stemDown gis''16 \stemDown a''16] f''4","{<<{\voiceOne r8 <c' f'>8 r8 <c' f'>8} \new Voice {\voiceTwo f4 a4}>>}"
"181","\grace { \stemUp b'8 } c''4 \grace { \stemUp b'8 } c''4","{<<{\voiceOne r8 <a f'>8 \stemUp <a f'>8 [\stemUp <a f'>8]} \new Voice {\voiceTwo f2}>>}"
"182","\stemDown c'''8 [\stemDown b''8] a''4","{<<{\voiceOne \stemUp <c' e'>8 [\stemUp d'8] c'4} \new Voice {\voiceTwo a2}>>}"
"183","\stemDown c''16 [\stemDown d''16 \stemDown e''16 \stemDown f''16] \stemDown g''8 [\stemDown bes''8]","{<<{\voiceOne r8 <c' e'>8 r8 <c' e'>8} \new Voice {\voiceTwo bes4 g4}>>}"
"184","\stemDown c''8 [\stemDown b'8] a'4","{<<{\voiceOne \stemUp e'8 [\stemUp d'8] c'4} \new Voice {\voiceTwo a2}>>}"
"185","\stemDown bes''8 [\stemDown c'''16 \stemDown d'''16] \stemDown c'''8 [\stemDown f''8]","<g c' e'>4 <a c' f'>4"
"186","\tuplet 3/2 {\stemDown d''8 [\stemDown f''8 \stemDown a''8] } a''4","\stemDown d8 [\stemDown <d' f'>8] \stemDown <d' f'>8 [\stemDown <d' f'>8]"
"187","\grace { \stemUp c''8 } \stemDown e''8 [\grace { \stemUp e''8 } \stemDown g''8] \grace { \stemUp g''8 } \stemDown bes''8 [\grace {\stemUp bes''8 } \stemDown d'''8]","\grace {s8} {<<{\voiceOne r8 <c' e'>8 r8 <c' e'>8} \new Voice {\voiceTwo bes4 g4}>>}"
"188","\stemDown c''8 [\stemDown e''8] c'''4","\stemDown c8 [\stemDown <c' e'>8] \stemDown <c' e'>8 [\stemDown <c' e'>8]"
"189","\tuplet 3/2 {\stemDown a''8 [\stemDown gis''8 \stemDown g''8] } \stemDown g''8 [\stemDown f''8]","\clef ""treble"" {<<{\voiceOne r8 <d' f' g'>8 \stemUp <d' f' g'>8 [\stemUp <d' f' g'>8]} \new Voice {\voiceTwo b2}>>}"
"190","\stemDown a''8 [\stemDown c'''8] a''4","\stemDown <a c'>8 [\stemDown <a e'>8] <a c'>4"
"191","\stemDown g''16 [\stemDown f''16 \stemDown e''16 \stemDown g''16] f''4","\stemDown d8 [\stemDown <a f'>8] \stemDown <a f'>8 [\stemDown <a f'>8]"
"192","\stemDown f''8 [\stemDown <c'' a''>8] <a' f''>4","\stemUp <f, a,>8 [\stemUp c,8] a,,4"
